Jetz.tree.names	Lumped	nSamples	Locus	Seq Model	Ngroups0.9	Ngroups0.8	Ngroups0.7	Ngroups.excluded0.9	Ngroups.excluded0.8	Ngroups.excluded0.7	stem.age	stem.95.lo	stem.95.hi	crown.age	crown.95.lo	crown.95.hi	Ngroups0.8_w0.2removed	crown.age_0.2removed	Ngroups0.8_w0.4removed	crown.age_0.4removed	range.size	prop.range.sampled	lat.mid	migratory.distance	elevation	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	CS_bio_01	CS_bio_02	CS_bio_03	CS_bio_04	CS_bio_05	CS_bio_06	CS_bio_07	CS_bio_08	CS_bio_09	CS_bio_10	CS_bio_11	CS_bio_12	CS_bio_13	CS_bio_14	CS_bio_15	CS_bio_16	CS_bio_17	CS_bio_18	CS_bio_19	PC1	PC2	PC1_var	PC2_var	MeanHandWingIndex	MeanTarsusLength	Dichromatism_presence	nSubspecies	Tarsus_var	Kipps_var	Published
Myrmeciza_exsul	Myrmeciza-exsul	90	ND2	HKY+G	3	4	4	0	0	0	3.154051752	1.2627	5.5877	0.946636577	0.3746	1.6493	4	0.946636577	4	0.946636577	361528.79	0.283	6.15	0	175.5	25.7	9.35	77	0.6925	31.6	19.6	11.7	25.3	25.9	26.6	24.9	3142.5	489.5	57	58	1294	204	602	944.5	14	3	1	11	13	16	119.5	14	14	14	14	384	56	7	0	146	33	67	129	-5.885582203	0.628645817	1.666240059	3.513630308	7.106653015	25.834	d	5	1.24858	6.251452621	y
Myrmeciza_hemimelaena	Myrmeciza-hemimelaena	64	Cyt b	HKY+I	3	3	4	0	0	0	3.251720298	1.7618	4.8354	1.340110054	0.817	1.9497	5	1.340110054	5	1.340110054	2644077.2	0.797	-8.07	0	335	24.9	11.2	74	1.0525	31.9	17	14.8	25.4	23.3	25.7	23.3	2279	332	68.5	51.5	948.5	222.5	682.5	233.5	26	12	2	13.5	20	31.5	154	26	25.5	26	26	129	20	3	0	53	11	44	13	-4.246650067	-0.167549641	1.584015718	2.15564823	4.87278073	21.548	d	2	2.75887	4.11085261	y
Myrmeciza_loricata	Myrmeciza-loricata-squamosa	87	ND2	HKY+I	2	2	2	0	0	0	2.947531464	0.8594	5.143	1.519754255	0.6193	2.4724	2	1.519754255	2	1.519754255	420868.36	0.518	-22.1475	0	638	19.4	10.3	57	2.253	27.7	9.9	17	21.9	16.5	22	16.3	1549	271	47	47	764	176	686	196	35	37	8	12	15	49	192.5	35	35	35	35	204	30	7	0	82	23	82	29	-2.230337698	0.362130853	0.831634087	0.838609529	7.2758038	24.233	d	2	0.648001111	4.899999263	y
Myrmotherula_axillaris	Myrmotherula-axillaris	230	Cyt b	GTR+G	2	2	2	1	1	1	5.293322545	3.2238	7.4745	3.415114117	1.9416	4.9953	3	3.415114117	3	3.415114117	8018330.5	0.8	-3.61	0	174	25.6	9	78	0.602	31.5	20	11.2	25.8	25.5	26.4	24.8	2497	338	70	45	935	237	492	535	18	12	2	11	13	31	125	18	18	18	18	340	37	6	0	105	32	67	80	-5.243356311	0.220540023	1.16649532	2.962634818	9.295132247	14.388	d	6	0.03287	6.48931862	y
Myrmotherula_schisticolor	Myrmotherula-schisticolor	85	ND2	HKY+I	2	2	2	0	0	0	5.443227499	2.2653	8.8085	1.631393782	0.7836	2.543	2	1.631393781	2	1.631393781	493616.69	0.607	1.66	0	1122.5	20.5	9.8	78	0.624	27.2	14.4	12.5	20.45	20.35	21.35	19.7	2832	433	45.5	56	1174	181.5	541.5	640.5	15	4	1	13	13	17	127	15	15	15	15	290	37	5	1	115.5	20	58	60	-4.692918509	0.790971444	2.265586623	2.579850181	8.911794397	16.508	d	3	0.89197	4.242003489	y
Nucifraga_columbiana	Nucifraga-columbiana	68	ND2	K2+G	2	3	3	0	0	0	3.161320042	1.4927	5.088	0.573563834	0.3186	0.898	3	0.573563834	3	0.573563834	2283738.53	0.697	39.535	0	2113.5	4.9	14.5	41	7.434	24.55	-10.5	35.7	-0.3	10.2	14.2	-3.9	533.5	73	18	41	197	64.5	103.5	159	85	55	9	21	49	65659	386	65569	90	85	65619	160	20	5	1	55	20	24	44	3.188603772	0.19471389	0.818845554	1.14962454	31.41030123	33.852	m	1	2.33947	3.935846397	y
Ochthoeca_cinnamomeiventris	Ochthoeca-cinnamomeiventris	53	ND2	GTR+G	2	3	4	0	0	0	5.239210979	1.1889	11.4877	1.89170616	0.4113	4.2218	3	1.89170616	3	1.89170616	312305.65	0.755	-4.14	0	2387	15.5	11.4	84	0.419	22.55	7.55	13.65	15.65	14.55	16.05	14.4	1324	207.5	40	43.5	535.5	151	405.5	185	21	11	1	10.5	16	28	143	21	21	21	21	163.5	23.5	5	1	67	16.5	52.5	17.5	-1.377589373	0.322337911	2.006995455	3.384292729	15.95151285	18.996	m	4	0.95148	4.058901191	y
Passerculus_sandwichensis	Passerculus-sandwichensis	112	ND2	GTR+I	2	3	3	0	0	0	4.13745961	1.972	6.3483	0.95342533	0.5426	1.5317	3	0.95342533	3	0.95342533	14138641.64	0.537	43.52	2895.291633	256	6.5	11.4	27	9.714	26.4	-12.6	39.3	16.4	-4.5	18.4	-6.2	822	95	31	32	265	119	240	152	207	60	12	16	207	65706	394	210	65737	207	65742	411	52	16	1	145	57	139	65	2.868090995	1.311914457	2.14753353	1.257174969	17.22884238	21.456	m	21	4.35533	0.952414886	y
Passerina_ciris	Passerina-ciris	148	ND2	HKY+G	1	1	1	0	0	0	2.121230627	0.4287	3.8104	0.445438774	0.1574	0.9004	1	0.445438774	1	0.287549839	1411959.67	0.428	23.15	1738.31862	229.5	18.3	13	38	7.244	34.9	0.8	33.9	22.9	10.8	27.4	8.5	837.5	119.5	41	33	289	146	204	147.5	181	91	13	14	136	257	383.5	181	181	181	181	69	10	3	0	24	11	19	11	0.323009708	-0.897815206	0.772773615	0.938165	21.662425	16.098	d	2	0.00612	1.345888713	y
Passerina_leclancherii	Passerina-leclancherii	66	ND2	TN93+I	2	3	3	0	0	0	2.778138549	1.1342	4.6257	0.89400283	0.3156	1.7706	3	0.89400283	3	0.89400283	141228.63	0.866	18.455	0	99	26.1	12.3	70	1.5705	33.7	16.4	16.8	27.6	24.4	27.95	23.9	918	240	2	109	591.5	12	378.5	30	22	2	1	12	21	22	170.75	22	21.5	22	22	246.5	62	0	1	167	2	92	6	-2.973340311	-3.624719365	0.472009461	0.262391487	16.81159465	15.98	d	2	0.8306	10.56202342	y
Perisoreus_canadensis	Perisoreus-canadensis	205	ND2	HKY+I+G	2	3	3	0	0	0	9.61	3.3077	20.0046	2.861914697	1.3525	4.6025	3	2.861914697	4	2.861914697	7525796.29	0.651	51.285	0	583	2.5	11.6	29	8.835	22.6	-16.8	39.6	10.3	-3.65	14.3	-9.5	677	93	25	41	256	93	184.5	138	107	80.5	14	20	94.5	65672.5	388.5	201.5	65632	107	65643	305	45	11	1	123	40	66	55.5	3.735587177	1.65434327	3.230132356	0.987480392	20.51656685	34.646	m	9	1.74348	4.649903465	y
Petrochelidon_fulva	Petrochelidon-fulva	10	Cyt b	HKY+I	1	1	2	0	0	0	2.179311214	0.493	4.1685	0.738022147	0.2408	1.2791	1	0.738022147	2	0.738022147	990119.42	0.167	24.845	445.640768	173	20.1	12.45	41	6.5575	34.8	4.3	31.05	24.3	13.45	27.8	11.45	818	115	35	35	278	124	197	128	150.5	89	13	14	103	205.5	357	151	150	151	150	73	11	3	0	27	11	20	12	-0.028155743	-1.241221269	2.497806619	1.049407642	52.27298839	10.636	m	6	0.48568	0.933171124	y
Phaethornis_guy	Phaethornis-guy	106	ND2	GTR+I	4	5	5	0	0	0	3.023461826	2.0999	3.9847	1.983921755	1.3694	2.6128	4	1.983921755	4	1.983921755	561030.33	0.863	-1.63	0	1100	21.2	9.6	79	0.6015	27.8	15.3	11.9	20.9	21.3	22	20.5	2797	410	62	46	1098.5	223	506	659.5	15	4	1	11	13	17	123.5	15	15	15	15	361	45	7	1	129	28	63	77	-4.565273211	0.959489777	2.063890457	2.83139492	63.52683193	4.25	m	4	0.0032	2.415456098	y
Pheucticus_melanocephalus	Pheucticus-melanocephalus	421	ND2	HKY+G	2	3	3	0	0	0	3.289895401	1.8964	4.6995	1.754382435	1.0171	2.518	3	1.754382435	3	1.754382435	4560845.07	0.84	33.9	1973.352605	816	9.9	14	44	6.3245	27.6	-3	32.65	5.9	16.7	17.95	2.9	589	100	11	63	269	47	81.5	241	58	27	5	18	42	65571	324.5	65	59	59	82	173	28	2	1	77.5	8	15	64.5	1.442355274	-0.69512376	1.956909499	1.539720378	22.7819582	20.288	d	2	0.95277	6.644095632	y
Phrygilus_fruticeti	Phrygilus-fruticeti	28	CO1	HKY+G	2	2	3	0	0	0	4.298775322	0.9067	8.2831	0.796632589	0.2167	1.7714	3	0.796632589	3	0.796632589	2086730.07	0.67	-30.49	2053.687022	2357.5	10.8	14.8	60	2.8335	22.3	-0.5	22.4	10.05	11.65	14.2	7.7	383	98	2	97	243	11	62	51	24	3	1	18	23	65561	233.5	24	25	24	23	46	9	1	2	22	4	12	6	1.288364883	-1.75421345	0.648515256	1.141809931	16.8903499	25.648	d	3	0.52952	3.135095627	y
Piaya_cayana	Piaya-cayana	49	Cyt b	GTR+G	3	4	4	2	2	2	3.499027891	2.0251	5.0504	1.59253892	1.0049	2.2156	4	1.59253892	5	1.59253892	14465674.7	0.598	-2.24	0	522.5	23.85	10.4	74	0.8175	31.2	15.8	14.2	24.2	23.2	25.3	22	1880.5	328.5	29.5	64	880	112	449.5	269.5	18	7	1	11	14	22	148	18	18	18	18	340	53.5	4	0	145	15	76	45	-3.712927917	-0.986561782	2.593938814	4.235859001	10.85036406	34.258	m	14	1.13897	1.630742315	y
Picoides_pubescens	Picoides-pubescens	263	CR-ATP8&6	HKY	1	1	1	0	0	0	4.390063396	1.429	8.0721	0.479965153	0.1622	0.9993	2	0.479965153	2	0.479965153	13093796.28	0.84	46.415	0	192.5	10.4	11.8	32	8.78	29.1	-7.5	36.4	18.9	-0.1	21.5	-1.1	1017	110	59	18	310	197	289	223.5	216	76	12	19	187	65769	394	217	65635.5	217	65726.5	289	32	15	0	91	50	75	60	1.657244574	1.210296498	1.532544661	1.262945038	23.49495283	14.64	d	6	0.82735	1.687275821	y
Picoides_villosus	Picoides-villosus	304	ND2	HKY+G	2	3	4	0	0	0	3.892264837	1.7493	6.5868	0.99650434	0.4185	1.7788	3	0.996504339	3	0.996504339	14047747.75	0.915	38.605	0	238	8.8	11.7	31	8.967	27.9	-9.1	36.9	17.6	-1.4	20.1	-3	963	107	54	18	303	180	278	209	213	69	11	19	199	65744	392	216	65721	213	65739	398	46	17	0	130	60	109	73	2.117718985	1.323777553	1.366727035	1.541354816	24.51731659	19.502	d	15	4.76047	4.495071497	y
Pinicola_enucleator	Pinicola-enucleator	69	ND2	HKY+G	3	3	3	0	0	0	10.554117	3.5439	17.5198	2.631266663	1.2379	4.0813	3	2.631266663	3	2.631266663	7035057.92	0.243	51.9	1283.725983	1620	2	12.2	35	7.645	20.2	-14.2	35	0.2	4.6	12	-7.6	699	87	32	33	240	108	158	193	86	57	10	23	48	65662	384.5	225	117	86	65622	278	41	6	0	110	23	31	46	3.577888358	1.858585361	2.714043423	1.727680216	26.2863396	24.78	d	11	2.54755	0.748137123	y
Pipilo_erythrophthalmus	Pipilo-erythrophthalmus-maculatus	532	ND2	HKY+G	2	3	4	0	0	0	6.192082073	2.0344	10.8439	0.690715108	0.3351	1.1654	3	0.690715108	3	0.690715108	6820582.99	0.72	34.6675	1702.330832	333	9.7	12.4	37	8.013	28.2	-7.2	35.7	14.3	9.8	19.7	-0.6	967	111	28	32	314	109	239	228	168	62	10	18	135	65708	389.5	197	210	168	65611	260	33	7	0	93	23	39	63	1.748521227	0.702604033	1.664264002	2.253434386	12.38723803	27.608	d	26	0.917351111	6.79513032	n
Pipreola_riefferii	Pipreola-riefferii-intermedia	50	ND2	HKY+G	3	3	4	0	0	0	6.505432075	1.7302	12.9284	2.059216814	0.7271	3.8889	3	2.059216814	3	2.059216814	378810.36	0.786	-6.205	0	2245	16.5	10.9	85	0.377	23.4	9.2	13.2	16.6	15.8	16.9	15.6	1659	240	50	43	645	183	453	283	21	11	1	13	15	27	137	21	20	21	20	186	26	6	1	80	21	59	36	-2.318801788	0.476871682	2.637844111	3.69991925	16.37522047	23.769	d	5	1.797121111	3.378616706	y
Piranga_flava	Piranga-flava	69	ND2	HKY+G	4	4	6	1	3	4	6.140926347	4.1059	8.5258	3.407617699	2.2173	4.7117	5	3.407617699	5	3.407617699	7745387.34	0.215	1.515	7255.333429	1810	13.1	15.6	49	6.338	29.3	-2.9	33	19.7	14.5	20.5	5.1	512	99	10	68	244	42	208	91	100	54	7	14	65	65662	361.5	101	100	100	101	57	12	1	1	30	4	23	8	1.499980097	-1.597660477	5.159195755	1.338526692	19.02467192	18.654	d	15	0.13173	6.779927885	n
Piranga_ludoviciana	Piranga-ludoviciana	326	Cyt b	HKY+G+I	2	2	2	0	0	0	4.63936123	1.4237	9.1664	2.305660814	0.9535	4.2289	2	2.305660814	2	2.305660814	4012066.72	0.468	36.145	3773.747077	1277.5	7.4	13.9	42	6.7	26.1	-7.3	33.7	3.9	14.5	16.3	-1.1	632	96.5	15	59	260.5	60	95	231	65	30	6	20	47	65632	346.75	101	65	65	65579	209.5	30	3	1	84	15	21	68	2.430414069	-0.146179921	2.120655661	1.524912449	25.74953424	19.048	d	1	0.90137	4.034915505	n
Parus_atricapillus	Poecile-atricapillus	51	ND6	GTR+I+G	4	5	6	0	0	0	2.59	0.7927	4.0508	0.644400655	0.3362	1.0148	4	0.644400655	3	0.644400655	9084995.43	0.73	50.09	0	251	8	11.4	29	9.45	27.4	-10.7	38.3	17.3	-3.3	19.6	-4.5	928	103	47	20	296	160	269	189	215	55	10	18	213	65737	391	218	65745	215	65750	461	51	23	0	145	79	137	83	2.448948682	1.433242793	0.776832465	0.996538747	15.18020161	15.516	m	9	0.75068	5.59790654	y
Parus_gambeli	Poecile-gambeli	85	ND2	GTR+G	2	2	2	0	0	0	5.877955104	3.6446	8.6426	2.494352908	1.3576	3.8323	2	2.494352908	2	2.494352908	2942423.78	0.659	45.47	0	1744	7.1	14.9	42	7.3305	26.9	-8.5	35.9	5.1	12.8	16.4	-1.7	504	74	13	50	196	53	91	150	84	52	8	19	46	65656	381	111	87	85	65601	157.5	21	2	1	56.5	12	20	46	2.847403614	-0.357560016	1.134638016	1.302972294	17.65126671	19.41	m	6	0.7211	5.126878396	y
Polioptila_albiloris	Polioptila-albiloris-nigriceps-melanura-californica-plumbea-caerulea-dumicola-lactea	225	ND2	HKY+I	23	24	24	0	0	0	6.391743102	5.8291	6.9936	5.880772261	5.4026	6.4221	24	5.880772261	23	5.880772261	19229669.58	0.838	10.435	208.7695896	250	19.5	12.5	50	5.089	32.2	5.1	29.5	22.6	21.5	25.2	12.6	813	109	7	59	301	31	250	137	41	13	2	14	44	44	302.5	41	41	41	41	163	24	1	1	66	7	26	31	0.303794111	-2.370439207	6.210573623	4.527546138	12.59279706	16.6575	d	30	0.827567949	7.739785514	p
Premnoplex_brunnescens	Premnoplex-tatei-brunnescens	110	ND2	HKY+G	2	2	2	0	0	0	9.775755349	4.8242	15.5753	6.594393076	3.3042	10.6308	2	6.594393076	2	6.594393076	409534.3	0.969	3.51	0	1539	18.8	9.8	80	0.5685	24.9	12.4	12.15	18.75	18.45	19.35	18	2551	377	53	52	1022.5	198.5	555.5	474	15	5	1	12	13	18	123	15	15	15	15	251	32	6	1	94	21	61.5	40	-3.941538792	1.033453081	2.508722288	2.779843425	11.60832316	20.98733333	m	10	0.526714286	3.286988363	y
Psaltriparus_minimus	Psaltriparus-minimus	256	ND2	HKY+G	2	3	3	0	0	0	7.13458567	2.1077	13.3602	2.049986603	0.9185	3.5255	2	2.049986603	2	2.049986603	2732559.33	0.603	32.24	0	161	14.1	13.4	48	5.019	28.3	2.1	26.1	9.6	18.5	20.1	8.3	519	105	2	83	275	12	19	254	35	11	2	14	37	32	265	35	35	35	35	244	45	1	1	118	6	11	110	0.526089173	-1.917890751	0.88211033	1.528014722	16.58766706	15.108	d	10	0.85177	5.973842523	n
Pyriglena_leucoptera	Pyriglena-leucoptera-atra	74	ND2	GTR+I+G	1	1	1	0	0	0	1.996963237	1.0835	3.0877	0.531336758	0.3095	0.7868	1	0.531336758	5	0.531336758	1237171.69	0.635	-16.79	0	355	19.7	10	58	2.251	29	9.7	16.9	23	16.8	23.9	16.5	1625	236	55	45	635	180	563	204	35	34	6	11	23	48	184	35	36	35	36	264	36	9	0	107	34	99	38	-2.254125475	0.103001223	0.689525934	1.201268391	8.349702809	27.202	d	2	7.032480952	7.65137239	y
Pyrrhomyias_cinnamomeus	Pyrrhomyias-cinnamomeus	57	ND2	GTR+I	2	3	3	1	1	1	8.260515496	4.4745	11.7926	2.915388017	1.6827	4.1505	4	2.915388017	3	2.915388017	539951.57	0.622	-8.1	0	2233	16.5	11.5	83	0.464	23.5	8.9	13.7	16.6	15.7	17	15.6	1267	187	40	44	508	153	387	169	21	10	1	12	16	27	145.5	21	20	21	20	137	21	4	1	57	15	42	16	-1.544089699	0.024241252	3.08534395	3.393189755	22.65333249	12.918	m	6	0.14577	2.888584147	y
Querula_purpurata	Querula-purpurata	49	Cyt b	GTR+G	2	3	4	0	1	1	5.8793016	1.5647	11.8689	1.036689056	0.2197	2.4121	4	1.036689056	3	1.036689056	5665541.57	0.545	-2.145	0	168	25.9	9	79	0.563	31.4	20.5	11.1	25.7	25.8	26.5	25.1	2685	351	84	43	943	325	659	578	15	11	2	10	13	29	117.5	15	15	15	15	346	36	8	0	104	40	82	91	-5.686490321	1.034941169	1.397732394	4.358735024	16.39287053	24.596	d	1	1.15473	2.773676093	y
Quiscalus_mexicanus	Quiscalus-mexicanus-major	253	ND2	HKY+G	2	3	4	0	0	0	0.844735153	0.51	1.2102	0.708031073	0.4417	1.0381	3	0.708031073	3	0.708031073	5238556.62	0.92	26.5125	702.1906157	38	20.6	12.1	45	5.85	33	5.6	27.3	26.3	17.4	27.3	12.7	1072	146	37	49	362	139	290	162	78	64	11	15	54	107	317	78	79	78	79	94	15	3	0	37	11	25	17	-0.828800047	-1.044267831	3.571028993	2.066453547	29.64927218	48.167	d	12	29.94022333	8.238549181	y
Rallus_longirostris	Rallus-longirostris-elegans	67	ND2	HKY	4	4	7	0	0	0	2.662649126	0.598	5.8105	0.719592497	0.2689	1.2677	7	0.719592497	7	0.719592497	4021833.11	0.82	20.41	2182.230738	7	19.6	11.2	39	6.228	32.5	4.9	27.9	26.5	16.3	26.9	11.4	1249	157	60	30	428	211	398	246	147	76	12	15	100	193	334.5	147	146	147	147	126	18	5	0	48	18	39	24	-0.978580067	0.284873344	2.02087628	2.022102535	23.100588	56.70425	m	8	26.82910833	10.86001281	y
Ramphocaenus_melanurus	Ramphocaenus-melanurus	64	ND2	HKY+G	10	12	13	0	1	1	16.5683276	11.5108	22.324	9.501538986	6.7697	12.3791	11	9.501538986	9	9.501538986	9221185.05	0.824	-2.225	0	222	25.1	9.6	75	0.733	31.3	17.9	13.3	25.4	24.7	26.4	23.1	2423	391	42	58	1039	159	465	420	18	7	2	11	13	23	137.5	18	17	17	18	510	87	8	0	218	36	104	96	-4.78391398	-0.256871146	2.222267334	3.114291661	13.30090349	17.784	m	14	1.45273	7.689733341	p
Regulus_calendula	Regulus-calendula	147	ATP8&6	HKY+G	1	1	1	0	0	0	5.706148491	0.8723	12.7357	1.271892699	0.3789	2.7147	5	1.271892699	5	1.271892699	9306145.35	0.593	42.93	2646.00069	945	2.45	12.1	31	8.406	22.9	-15.6	38.8	10.5	-3.2	14	-8.6	577.5	78	27	29	211	96	180	137.5	124.5	86.5	14	18	101	65690	407.5	217	65631	125	65660	293.5	40	12	1	109	42	75	53	3.835309066	1.565014852	1.365537017	1.216590558	20.35881096	18.81	d	3	0.34595	1.640095992	n
Regulus_satrapa	Regulus-satrapa	215	ATP8&6	HKY+G	4	5	5	1	1	2	5.706148491	0.8723	12.7357	1.607176988	0.7674	2.7943	5	1.607176988	5	1.607176988	6368662.2	0.615	38.985	1805.200601	551	5.7	11.7	35	7.704	24.2	-10	35.3	5	11	15.9	-4.5	982	120	30	39	340	115	178	278	99	40	8	17	75	65655	355	210	122	100	65632	426	63	11	0	171	41	53	130	2.409779039	1.48328635	2.648123199	2.149974391	22.23829354	17.738	d	6	1.01332	1.332858566	n
Saltator_coerulescens	Saltator-coerulescens-similis-striatipectus	32	ND2	HKY+G	6	7	7	2	3	3	10.84541997	6.7416	15.8136	5.818475516	3.9925	7.8149	9	5.818475516	7	5.818475516	15333438.16	0.471	-9.576666667	0	460.5	23.7	10.5	76	0.7555	31.1	15.9	13.7	24.3	23.1	25.2	22.2	1629	282	23	61	747.5	97	417	198	18	6	1	11	14	22	141.25	18	18	18	18	249.5	42.5	3	0	115.5	12	65	28	-3.35377576	-1.22747719	2.921119333	4.109019744	14.66485222	26.90933333	m	25	3.979906667	1.916360972	y
Saltator_grossus	Saltator-grossus-cinctus-aurantiirostris	27	ND2	GTR+G	3	4	4	0	0	0	9.052421019	5.2266	13.5057	7.762488496	4.6633	11.1986	3	7.762488496	3	7.762488496	8822928.94	0.764	-10.85833333	0	1400	17.6	13.4	75.5	1.049	27.75	6.5	19.3	20.65	14.1	20.95	13.95	903.5	156	12	66	415	51.5	327.5	59.5	23	7	1	14	18	34.5	196.75	23	23	23	23	69.5	12	2	1	33	6	26	6	-0.504310254	-1.099206521	8.644956206	4.234648276	14.81464116	26.87266667	d	9	6.019906667	10.09409993	y
Saltator_maximus	Saltator-maximus	40	ND2	GTR+G	3	3	3	0	0	0	5.695815236	3.9117	7.671	1.566124443	1.0109	2.1303	3	1.566124443	3	1.566124443	9589155.36	0.209	-1.625	0	578	23.8	9.8	77	0.677	30.4	17.2	12.6	23.8	23.5	24.7	22.5	2716	422	55	54	1127	197	568	502	15	5	1	11	13	18	129.5	15	15	15	15	335	44	6	0	122	24	66	71	-4.969955871	0.374334962	2.497477729	3.284375034	14.24402806	23.602	m	5	0.94252	2.432935003	y
Schiffornis_turdina	Schiffornis-turdina	416	Cyt b	GTR+G	8	8	9	0	0	0	5.711943298	3.821	7.8311	4.411112435	2.9462	5.9234	8	4.411112435	8	4.411112435	7999145.82	0.823	0.175	0	240	25.5	9.7	72	0.619	32.3	17.5	13.3	26	24.9	26.3	24.8	2285	305	52	53	862	195	525	206	23	18	3	10	16	35	151.5	23	22	23	22	207	31	5	0	91	19	68	22	-4.160060764	-0.31737805	1.528297431	2.463160937	16.5009702	22.262	m	5	0.61122	11.41477296	y
Schiffornis_virescens	Schiffornis-virescens	57	CR	HKY+I	1	1	1	0	0	0	3.822198895	0.386	7.8353	0.658506037	0.2036	1.4387	1	0.520478614	1	0.520478614	1666881.44	0.597	-22.14	0	627	19.3	10.3	57	2.337	29	8.7	18.1	22.9	16.2	22.9	15.3	1753	260	75	44	684	240	606	240	33	33	6	10	19	49	197	33	33	33	33	204	23	8	0	64	26	63	29	-2.214371177	1.03523174	0.644860082	0.898616969	13.333338	21.636	m	1	2.21908	7.820875718	y
Sclerurus_mexicanus	Sclerurus-mexicanus-rufigularis	63	Cyt b	GTR+G	11	13	13	1	1	1	9.66626388	8.41	16.6277	7.445022708	5.4055	10.1946	14	7.445022708	14	7.445022708	11258155.35	0.482	-2.305	0	1157	19.9	9.6	75	0.695	27.6	13.6	13.3	20.2	20.1	20.9	19.1	2511	344	53	53	958	194	508	388	16	8	1	13	13	23	132.5	16	16	16	17	349	45	8	0	128	31	84	52	-4.137309891	0.976418067	2.740283195	2.857370632	13.18843577	20.676	m	10	0.579604444	9.399977847	y
Sclerurus_scansor	Sclerurus-scansor	83	ND2	HKY	4	5	5	0	0	0	2.0214	0.9689	2.7124	0.977962847	0.4825	1.1588	5	0.977962847	4	0.977962847	2761602.04	0.645	-17.465	0	482.5	19.95	10.15	57.5	2.216	28.35	8.45	17.3	22.45	16.5	23.05	16.35	1544	221.5	45.5	50.5	606	163	570.5	165	35.5	33	6.5	7.5	18	49	195.5	36	36	35.5	36	222.5	28.5	6	0	78.5	22	77	33	-2.241476431	0.301124763	0.184654042	0.619981274	12.98373134	21.52	m	2	2.15565	2.915105569	y
Selasphorus_platycercus	Selasphorus-platycercus	52	CR	HKY+G	3	3	4	0	0	0	1.415610462	0.7751	2.151	1.06281028	0.562	1.6036	3	1.06281028	3	1.06281028	697388.52	0.772	29.5	1855.680273	2217.5	6.6	16.1	41	7.7575	27	-11.1	38.3	13.5	2.1	16.5	-3.2	454.5	64	16	41	169	61	149	86	99	130	15	16	27	65703	447.25	103	134	99	65630	55.5	7	2	1	20	6	16	8	3.269380381	-0.400598259	0.709890793	1.224833949	62.14937209	5.5	d	1	0	4.654893594	y
Dendroica_coronata	Setophaga-coronata	69	ATP8&6	HKY+G	2	2	2	0	0	0	3.3804	2.4979	4.3568	1.709235652	0.7124	2.6729	2	1.709235652	2	1.709235652	10248329.73	0.169	37.445	3019.748712	647.5	4.6	12.05	31	8.58	24.5	-13.1	37.8	9.5	-1.7	15.8	-6.3	785	97	26	31	271	94	189	193	125	63	11	17	102.5	65685	375.5	212	65614	125	65660	403	55	12	1	152	43	73	92	3.191679607	1.535516117	1.703074394	1.79050316	27.32211212	19.668	d	4	0.49452	2.961819979	n
Dendroica_dominica	Setophaga-dominica	116	CR	K2P+G	2	4	5	2	2	2	3.3804	2.4979	4.3568	1.262718788	0.6995	1.8769	6	1.262718788	7	1.262718788	1929003.25	0.829	24.97	1733.927097	213.5	13.4	12.7	36	8.0915	31	-4.4	35.3	20.2	9.5	23.8	2.6	1150	125	71	17	342	240.5	312	254	222.5	94	14	18.5	170	65802	403	223	226	223	226	146.5	17	8	0	44	27	38	31	0.755677337	1.128817854	1.158582412	0.546320869	39.60839304	23.324	d	3	0.510691667	2.065480079	y
Dendroica_graciae	Setophaga-graciae	59	ND2	HKY+G	1	1	1	0	0	0	0.5447	0.2326	0.8813	0.286560432	0.1468	0.4917	1	0.286560432	1	0.286560432	1125702.31	0.553	25.33	1935.060003	2197	8.8	15.7	45	6.927	27.4	-8	35.2	17.25	10.7	18	-0.1	521.5	88	13	50	224.5	58	192.5	115	121	74	9	16	72	65695	384.75	124	122	121	135.5	87	14.5	2	1	38.5	7	33	13	2.41651171	-0.835577198	3.16490966	0.729953621	24.39627239	16.504	d	4	1.16413	4.081425358	n
Dendroica_petechia	Setophaga-petechia	62	CR	HKY+I+G	2	3	4	0	0	0	3.712	2.7414	4.6656	2.66753518	2.2017	3.1816	3	2.66753518	3	2.66753518	15476194.01	0.779	28.03	5607.478171	279	7.8	11.8	30	9.099	27.6	-10.5	38.1	16.5	-2.8	19.4	-4.1	856	99	35	24	278	130	252	173	207	67	11	17	199	65712	398.5	217	65729	207	65741	398	47	16	0	132	61	119	70	2.519339691	1.248831044	1.592771202	1.761032429	23.58931502	20.196	d	34	4.21158	7.742862785	y
Setophaga_ruticilla	Setophaga-ruticilla	184	CR	HKY+I+G	2	4	10	0	0	2	3.9864	2.5732	5.3626	2.272474809	1.0872	3.967	3	2.272474809	2	2.272474809	7457427.94	0.763	23.24	4740.038992	294	6.9	11.6	29	9.45	26.6	-11.9	38.3	16.9	-4.1	18.8	-5.6	965	105	58	18	299	188	284	198	218	78	14	16	224	65731	393.5	221	65749	219	65753	506	56	25	0	158	86	153	91	2.560786399	1.808213982	1.01481634	0.661376945	22.98396328	18.09	d	1	0.4163	6.973194637	y
